playername,fw_def,link
Tom Fitzgerald,FW,https://www.eliteprospects.com/player/9154/tom-fitzgerald
Ian Laperrière,FW,https://www.eliteprospects.com/player/8987/ian-laperriere
Sylvain Côté,DEF,https://www.eliteprospects.com/player/31444/sylvain-cote
Bryan Marchment,DEF,https://www.eliteprospects.com/player/8966/bryan-marchment
Dixon Ward,FW,https://www.eliteprospects.com/player/27537/dixon-ward
Kevin Hatcher,DEF,https://www.eliteprospects.com/player/21400/kevin-hatcher
Aaron Miller,DEF,https://www.eliteprospects.com/player/8980/aaron-miller
Taylor Pyatt,FW,https://www.eliteprospects.com/player/5372/taylor-pyatt
Sami Salo,DEF,https://www.eliteprospects.com/player/2672/sami-salo
Stéphane Quintal,DEF,https://www.eliteprospects.com/player/9667/stephane-quintal
Mattias Norström,DEF,https://www.eliteprospects.com/player/750/mattias-norstrom
Paul Ranheim,FW,https://www.eliteprospects.com/player/31355/paul-ranheim
René Corbet,FW,https://www.eliteprospects.com/player/20911/rene-corbet
Ladislav Nagy,FW,https://www.eliteprospects.com/player/5522/ladislav-nagy
Karl Dykhuis,DEF,https://www.eliteprospects.com/player/54584/karl-dykhuis
Nikolai Antropov,FW,https://www.eliteprospects.com/player/8657/nikolai-antropov
Kyle McLaren,DEF,https://www.eliteprospects.com/player/8978/kyle-mclaren
Greg de Vries,DEF,https://www.eliteprospects.com/player/8557/greg-de-vries
Sean O'Donnell,DEF,https://www.eliteprospects.com/player/8537/sean-o-donnell
Chris Tamer,DEF,https://www.eliteprospects.com/player/27556/chris-tamer
Scott Hannan,DEF,https://www.eliteprospects.com/player/9041/scott-hannan
Lyle Odelein,DEF,https://www.eliteprospects.com/player/8937/lyle-odelein
Shawn Horcoff,FW,https://www.eliteprospects.com/player/4375/shawn-horcoff
Jaroslav Spacek,DEF,https://www.eliteprospects.com/player/1668/jaroslav-spacek
Denis Shvidki,FW,https://www.eliteprospects.com/player/9600/denis-shvidki
Olli Jokinen,FW,https://www.eliteprospects.com/player/2679/olli-jokinen
Jason Blake,FW,https://www.eliteprospects.com/player/8782/jason-blake
Michal Sýkora,DEF,https://www.eliteprospects.com/player/32121/michal-sykora
Andreas Karlsson,FW,https://www.eliteprospects.com/player/719/andreas-karlsson
Petteri Nummelin,DEF,https://www.eliteprospects.com/player/1797/petteri-nummelin
Jay Pandolfo,FW,https://www.eliteprospects.com/player/8704/jay-pandolfo
Bill Houlder,DEF,https://www.eliteprospects.com/player/67298/bill-houlder
Ossi Väänänen,DEF,https://www.eliteprospects.com/player/2685/ossi-vaananen
Jonathan Girard,DEF,https://www.eliteprospects.com/player/67360/jonathan-girard
Daniil Markov,DEF,https://www.eliteprospects.com/player/8613/daniil-markov
Scott Hartnell,FW,https://www.eliteprospects.com/player/8764/scott-hartnell
Keith Carney,DEF,https://www.eliteprospects.com/player/9109/keith-carney
Daniel Brière,FW,https://www.eliteprospects.com/player/8770/daniel-briere
Jason Wiemer,FW,https://www.eliteprospects.com/player/8827/jason-wiemer
Tyson Nash,FW,https://www.eliteprospects.com/player/8948/tyson-nash
Kevin Dineen,FW,https://www.eliteprospects.com/player/22687/kevin-dineen
Jody Hull,FW,https://www.eliteprospects.com/player/54340/jody-hull
Clarke Wilm,FW,https://www.eliteprospects.com/player/8829/clarke-wilm
Kyle Calder,FW,https://www.eliteprospects.com/player/5671/kyle-calder
Roman Simicek,FW,https://www.eliteprospects.com/player/13654/roman-simicek
Dan Hinote,FW,https://www.eliteprospects.com/player/5534/dan-hinote
Kent Manderville,FW,https://www.eliteprospects.com/player/3722/kent-manderville
Andrew Ference,DEF,https://www.eliteprospects.com/player/8711/andrew-ference
Frantisek Kaberle,DEF,https://www.eliteprospects.com/player/1919/frantisek-kaberle
Jon Klemm,DEF,https://www.eliteprospects.com/player/9017/jon-klemm
Adam Foote,DEF,https://www.eliteprospects.com/player/9157/adam-foote
Richard Smehlik,DEF,https://www.eliteprospects.com/player/26113/richard-smehlik
Marcus Ragnarsson,DEF,https://www.eliteprospects.com/player/733/marcus-ragnarsson
Alexander Karpovtsev,DEF,https://www.eliteprospects.com/player/19560/alexander-karpovtsev
Sylvain Lefebvre,DEF,https://www.eliteprospects.com/player/27892/sylvain-lefebvre
Brad Bombardir,DEF,https://www.eliteprospects.com/player/25131/brad-bombardir
Rob Valicevic,FW,https://www.eliteprospects.com/player/12676/rob-valicevic
Vladimir Tsyplakov,FW,https://www.eliteprospects.com/player/43116/vladimir-tsyplakov
Milan Kraft,FW,https://www.eliteprospects.com/player/9630/milan-kraft
Joe Sacco,FW,https://www.eliteprospects.com/player/51691/joe-sacco
Bob Corkum,FW,https://www.eliteprospects.com/player/31260/bob-corkum
Ladislav Kohn,FW,https://www.eliteprospects.com/player/3573/ladislav-kohn
Petr Tenkrát,FW,https://www.eliteprospects.com/player/3730/petr-tenkrat
Andy Delmore,DEF,https://www.eliteprospects.com/player/11566/andy-delmore
Patrick Traverse,DEF,https://www.eliteprospects.com/player/10639/patrick-traverse
Niclas Hävelid,DEF,https://www.eliteprospects.com/player/713/niclas-havelid
Stéphane Yelle,FW,https://www.eliteprospects.com/player/8795/stephane-yelle
Brent Sopel,DEF,https://www.eliteprospects.com/player/10229/brent-sopel
Brad Lukowich,DEF,https://www.eliteprospects.com/player/9000/brad-lukowich
Gord Murphy,DEF,https://www.eliteprospects.com/player/67359/gord-murphy
Benoit Brunet,FW,https://www.eliteprospects.com/player/69479/benoit-brunet
Scott Lachance,DEF,https://www.eliteprospects.com/player/21483/scott-lachance
Chris Phillips,DEF,https://www.eliteprospects.com/player/4719/chris-phillips
Chris Therien,DEF,https://www.eliteprospects.com/player/8849/chris-therien
Igor Kravchuk,DEF,https://www.eliteprospects.com/player/27220/igor-kravchuk
Bill Lindsay,FW,https://www.eliteprospects.com/player/27298/bill-lindsay
Daniel Corso,FW,https://www.eliteprospects.com/player/11573/daniel-corso
Jeff Cowan,FW,https://www.eliteprospects.com/player/9125/jeff-cowan
Denis Arkhipov,FW,https://www.eliteprospects.com/player/9595/denis-arkhipov
Jeff Odgers,FW,https://www.eliteprospects.com/player/60871/jeff-odgers
Lubos Bartecko,FW,https://www.eliteprospects.com/player/5854/lubos-bartecko
Matthew Barnaby,FW,https://www.eliteprospects.com/player/9073/matthew-barnaby
Marty Reasoner,FW,https://www.eliteprospects.com/player/8708/marty-reasoner
James Patrick,DEF,https://www.eliteprospects.com/player/32586/james-patrick
Cam Stewart,FW,https://www.eliteprospects.com/player/25626/cam-stewart
Darren Van Impe,DEF,https://www.eliteprospects.com/player/22093/darren-van-impe
Jamie Pushor,DEF,https://www.eliteprospects.com/player/11563/jamie-pushor
Jeff Norton,DEF,https://www.eliteprospects.com/player/31339/jeff-norton
John LeClair,FW,https://www.eliteprospects.com/player/8992/john-leclair
Stéphane Robidas,DEF,https://www.eliteprospects.com/player/8731/stephane-robidas
Éric Messier,DEF,https://www.eliteprospects.com/player/24171/eric-messier
Yannick Tremblay,DEF,https://www.eliteprospects.com/player/11032/yannick-tremblay
Manny Malhotra,FW,https://www.eliteprospects.com/player/5528/manny-malhotra
Denis Pederson,FW,https://www.eliteprospects.com/player/10193/denis-pederson
Don Sweeney,DEF,https://www.eliteprospects.com/player/32732/don-sweeney
Karlis Skrastins,DEF,https://www.eliteprospects.com/player/5531/karlis-skrastins
Denis Hamel,FW,https://www.eliteprospects.com/player/9039/denis-hamel
Maxim Sushinsky,FW,https://www.eliteprospects.com/player/9179/maxim-sushinsky
Dean Sylvester,FW,https://www.eliteprospects.com/player/45496/dean-sylvester
Boyd Devereaux,FW,https://www.eliteprospects.com/player/9135/boyd-devereaux
Jim Cummins,FW,https://www.eliteprospects.com/player/20596/jim-cummins
Daniel Tkaczuk,FW,https://www.eliteprospects.com/player/3732/daniel-tkaczuk
Éric Landry,FW,https://www.eliteprospects.com/player/10821/eric-landry
Dave Manson,DEF,https://www.eliteprospects.com/player/21480/dave-manson
Kip Miller,FW,https://www.eliteprospects.com/player/24270/kip-miller
Mark Eaton,DEF,https://www.eliteprospects.com/player/9143/mark-eaton
Sheldon Souray,DEF,https://www.eliteprospects.com/player/4505/sheldon-souray
Jeff Nielsen,FW,https://www.eliteprospects.com/player/25837/jeff-nielsen
Todd Gill,DEF,https://www.eliteprospects.com/player/69416/todd-gill
Murray Baron,DEF,https://www.eliteprospects.com/player/70103/murray-baron
Rich Pilon,DEF,https://www.eliteprospects.com/player/31881/rich-pilon
Joe Reekie,DEF,https://www.eliteprospects.com/player/69418/joe-reekie
Mattias Timander,DEF,https://www.eliteprospects.com/player/743/mattias-timander
Mike Crowley,DEF,https://www.eliteprospects.com/player/39747/mike-crowley
Sean Hill,DEF,https://www.eliteprospects.com/player/9054/sean-hill
Jay McKee,DEF,https://www.eliteprospects.com/player/8977/jay-mckee
Vitali Vishnevski,DEF,https://www.eliteprospects.com/player/8522/vitali-vishnevski
Hal Gill,DEF,https://www.eliteprospects.com/player/8718/hal-gill
Kevin Dean,DEF,https://www.eliteprospects.com/player/32591/kevin-dean
Mike Rathje,DEF,https://www.eliteprospects.com/player/8844/mike-rathje
Pascal Trépanier,DEF,https://www.eliteprospects.com/player/12796/pascal-trepanier
Steve Dubinsky,FW,https://www.eliteprospects.com/player/25895/steve-dubinsky
Todd Fedoruk,FW,https://www.eliteprospects.com/player/8528/todd-fedoruk
Rob Ray,FW,https://www.eliteprospects.com/player/42518/rob-ray
Dave Karpa,DEF,https://www.eliteprospects.com/player/25709/dave-karpa
Benoit Hogue,FW,https://www.eliteprospects.com/player/31877/benoit-hogue
Wyatt Smith,FW,https://www.eliteprospects.com/player/8885/wyatt-smith
Peter Worrell,FW,https://www.eliteprospects.com/player/69474/peter-worrell
Jarno Kultanen,DEF,https://www.eliteprospects.com/player/2668/jarno-kultanen
Jeff Finley,DEF,https://www.eliteprospects.com/player/44026/jeff-finley
Bryce Salvador,DEF,https://www.eliteprospects.com/player/8864/bryce-salvador
Nathan Dempsey,DEF,https://www.eliteprospects.com/player/8741/nathan-dempsey
Willie Mitchell,DEF,https://www.eliteprospects.com/player/8548/willie-mitchell
Kirk Muller,FW,https://www.eliteprospects.com/player/22413/kirk-muller
Dave Reid,FW,https://www.eliteprospects.com/player/67436/dave-reid
Dan Bylsma,FW,https://www.eliteprospects.com/player/32585/dan-bylsma
Radoslav Suchý,DEF,https://www.eliteprospects.com/player/8621/radoslav-suchy
Roman Lyashenko,FW,https://www.eliteprospects.com/player/28790/roman-lyashenko
Yves Sarault,FW,https://www.eliteprospects.com/player/12584/yves-sarault
Mike Sullivan,FW,https://www.eliteprospects.com/player/60109/mike-sullivan
Herberts Vasiljevs,FW,https://www.eliteprospects.com/player/10958/herberts-vasiljevs
Craig Johnson,FW,https://www.eliteprospects.com/player/14815/craig-johnson
Chris Nielsen,FW,https://www.eliteprospects.com/player/29019/chris-nielsen
Ronald Petrovicky,FW,https://www.eliteprospects.com/player/5673/ronald-petrovicky
Domenic Pittis,FW,https://www.eliteprospects.com/player/10655/domenic-pittis
Tony Granato,FW,https://www.eliteprospects.com/player/21440/tony-granato
Aaron Ward,DEF,https://www.eliteprospects.com/player/8744/aaron-ward
Samuel Påhlsson,FW,https://www.eliteprospects.com/player/732/samuel-pahlsson
Ivan Novoseltsev,FW,https://www.eliteprospects.com/player/12236/ivan-novoseltsev
Frantisek Kucera,DEF,https://www.eliteprospects.com/player/31928/frantisek-kucera
Jere Karalahti,DEF,https://www.eliteprospects.com/player/3317/jere-karalahti
Curtis Leschyshyn,DEF,https://www.eliteprospects.com/player/32198/curtis-leschyshyn
Zdeno Chára,DEF,https://www.eliteprospects.com/player/4530/zdeno-chara
Ricard Persson,DEF,https://www.eliteprospects.com/player/731/ricard-persson
Alexei Gusarov,DEF,https://www.eliteprospects.com/player/21401/alexei-gusarov
Jiri Fischer,DEF,https://www.eliteprospects.com/player/8616/jiri-fischer
Brent Gilchrist,FW,https://www.eliteprospects.com/player/69480/brent-gilchrist
Cory Sarich,DEF,https://www.eliteprospects.com/player/8867/cory-sarich
Tommy Westlund,FW,https://www.eliteprospects.com/player/746/tommy-westlund
Jean-Yves Leroux,FW,https://www.eliteprospects.com/player/30060/jean-yves-leroux
Steve Rucchin,FW,https://www.eliteprospects.com/player/8555/steve-rucchin
Dmitri Mironov,DEF,https://www.eliteprospects.com/player/27195/dmitri-mironov
Cory Cross,DEF,https://www.eliteprospects.com/player/43326/cory-cross
Richard Lintner,DEF,https://www.eliteprospects.com/player/580/richard-lintner
Jeff Toms,FW,https://www.eliteprospects.com/player/10652/jeff-toms
André Roy,FW,https://www.eliteprospects.com/player/8924/andre-roy
Toby Petersen,FW,https://www.eliteprospects.com/player/8915/toby-petersen
Todd Reirden,DEF,https://www.eliteprospects.com/player/27406/todd-reirden
Mike Stapleton,FW,https://www.eliteprospects.com/player/1710/mike-stapleton
Denis Gauthier,DEF,https://www.eliteprospects.com/player/8861/denis-gauthier
Luke Richardson,DEF,https://www.eliteprospects.com/player/8933/luke-richardson
Ken Sutton,DEF,https://www.eliteprospects.com/player/68049/ken-sutton
Pavel Trnka,DEF,https://www.eliteprospects.com/player/7303/pavel-trnka
Denny Lambert,FW,https://www.eliteprospects.com/player/67108/denny-lambert
Cale Hulse,DEF,https://www.eliteprospects.com/player/9059/cale-hulse
Aris Brimanis,DEF,https://www.eliteprospects.com/player/10830/aris-brimanis
Juraj Kolnik,FW,https://www.eliteprospects.com/player/8654/juraj-kolnik
Mats Lindgren,FW,https://www.eliteprospects.com/player/724/mats-lindgren
Valeri Zelepukin,FW,https://www.eliteprospects.com/player/27526/valeri-zelepukin
Mark Lawrence,FW,https://www.eliteprospects.com/player/26299/mark-lawrence
Shawn Heins,DEF,https://www.eliteprospects.com/player/10827/shawn-heins
Ian Moran,DEF,https://www.eliteprospects.com/player/5085/ian-moran
Marc Chouinard,FW,https://www.eliteprospects.com/player/8547/marc-chouinard
Juha Lind,FW,https://www.eliteprospects.com/player/259/juha-lind
Jason Marshall,DEF,https://www.eliteprospects.com/player/8533/jason-marshall
Aki Berg,DEF,https://www.eliteprospects.com/player/2667/aki-berg
Andy Sutton,DEF,https://www.eliteprospects.com/player/8554/andy-sutton
Greg Hawgood,DEF,https://www.eliteprospects.com/player/8489/greg-hawgood
Tim Taylor,FW,https://www.eliteprospects.com/player/8848/tim-taylor
Tyler Bouck,FW,https://www.eliteprospects.com/player/8717/tyler-bouck
P.J. Stock,DEF,https://www.eliteprospects.com/player/67426/p.j.-stock
Ryan VandenBussche,FW,https://www.eliteprospects.com/player/8836/ryan-vandenbussche
Ladislav Benysek,DEF,https://www.eliteprospects.com/player/3578/ladislav-benysek
Steve Kariya,FW,https://www.eliteprospects.com/player/5974/steve-kariya
Jim Montgomery,FW,https://www.eliteprospects.com/player/39284/jim-montgomery
Peter Popovic,DEF,https://www.eliteprospects.com/player/250/peter-popovic
Jassen Cullimore,DEF,https://www.eliteprospects.com/player/9127/jassen-cullimore
Ben Clymer,DEF,https://www.eliteprospects.com/player/8788/ben-clymer
Chris Clark,FW,https://www.eliteprospects.com/player/8766/chris-clark
Mike Maneluk,FW,https://www.eliteprospects.com/player/10645/mike-maneluk
Serge Payer,FW,https://www.eliteprospects.com/player/8908/serge-payer
Peter Bartos,FW,https://www.eliteprospects.com/player/18375/peter-bartos
John MacLean,FW,https://www.eliteprospects.com/player/22482/john-maclean
Jarkko Ruutu,FW,https://www.eliteprospects.com/player/2673/jarkko-ruutu
Brendan Witt,DEF,https://www.eliteprospects.com/player/8831/brendan-witt
Bryan Helmer,DEF,https://www.eliteprospects.com/player/11481/bryan-helmer
Philippe Boucher,DEF,https://www.eliteprospects.com/player/9087/philippe-boucher
Greg Classen,FW,https://www.eliteprospects.com/player/12472/greg-classen
Stan Drulia,FW,https://www.eliteprospects.com/player/70108/stan-drulia
Jamie Rivers,DEF,https://www.eliteprospects.com/player/8935/jamie-rivers
Dan LaCouture,FW,https://www.eliteprospects.com/player/8983/dan-lacouture
Ken Klee,DEF,https://www.eliteprospects.com/player/9016/ken-klee
Éric Lacroix,FW,https://www.eliteprospects.com/player/25839/eric-lacroix
Steve Martins,FW,https://www.eliteprospects.com/player/8968/steve-martins
Trent Whitfield,FW,https://www.eliteprospects.com/player/8823/trent-whitfield
Stanislav Neckar,DEF,https://www.eliteprospects.com/player/6641/stanislav-neckar
Andrei Nazarov,FW,https://www.eliteprospects.com/player/32117/andrei-nazarov
Joe Murphy,FW,https://www.eliteprospects.com/player/39314/joe-murphy
Glen Metropolit,FW,https://www.eliteprospects.com/player/3587/glen-metropolit
Kevin Haller,DEF,https://www.eliteprospects.com/player/54568/kevin-haller
James Black,FW,https://www.eliteprospects.com/player/28848/james-black
Ruslan Salei,DEF,https://www.eliteprospects.com/player/8651/ruslan-salei
Reed Low,FW,https://www.eliteprospects.com/player/10198/reed-low
Colin Forbes,FW,https://www.eliteprospects.com/player/12799/colin-forbes
Francis Bouillon,DEF,https://www.eliteprospects.com/player/5371/francis-bouillon
Chris McAlpine,DEF,https://www.eliteprospects.com/player/25710/chris-mcalpine
Todd White,FW,https://www.eliteprospects.com/player/5532/todd-white
Pierre Dagenais,FW,https://www.eliteprospects.com/player/10254/pierre-dagenais
Xavier Delisle,FW,https://www.eliteprospects.com/player/69846/xavier-delisle
Pyotr Schastlivy,FW,https://www.eliteprospects.com/player/12245/pyotr-schastlivy
Steve Kelly,FW,https://www.eliteprospects.com/player/7115/steve-kelly
Sylvain Blouin,FW,https://www.eliteprospects.com/player/68876/sylvain-blouin
Blake Sloan,DEF,https://www.eliteprospects.com/player/6811/blake-sloan
Shane Hnidy,DEF,https://www.eliteprospects.com/player/8560/shane-hnidy
Stu Grimson,FW,https://www.eliteprospects.com/player/43441/stu-grimson
Sébastien Bordeleau,FW,https://www.eliteprospects.com/player/10820/sebastien-bordeleau
