playername,season,team,league,gp_regular,g_regular,a_regular,tp_regular,pim_regular,+/-_regular,post,gp_post,g_post,a_post,tp_post,pim_post,+/-_post
Michael Nylander,,Sweden,WC,10,2,4,6,8,4,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,3,5,8,8,-,,,,,,,
Michael Nylander,99-00,Tampa Bay Lightning,NHL,11,1,2,3,4,-3,,,,,,,
Michael Nylander,,Chicago Blackhawks,NHL,66,23,28,51,26,9,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden,WC,7,1,5,6,6,0,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,,Sweden (all),International,9,2,6,8,6,-,,,,,,,
Michael Nylander,00-01,Chicago Blackhawks,NHL,82,25,39,64,32,7,,,,,,,
Michael Nylander,01-02,Chicago Blackhawks,NHL,82,15,46,61,50,28,Playoffs,5,0,3,3,2,2
Michael Nylander,,Sweden,OG,4,1,2,3,0,1,,,,,,,
Michael Nylander,,Sweden,OG,4,1,2,3,0,1,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden,WC,8,1,6,7,0,4,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,,Sweden (all),International,12,2,8,10,0,-,,,,,,,
Michael Nylander,02-03,Chicago Blackhawks,NHL,9,0,4,4,4,0,,,,,,,
Michael Nylander,,Washington Capitals,NHL,71,17,39,56,36,3,Playoffs,6,3,2,5,8,0
Michael Nylander,03-04,Washington Capitals,NHL,3,0,2,2,8,1,,,,,,,
Michael Nylander,,Boston Bruins,NHL,15,1,11,12,14,3,Playoffs,6,3,3,6,0,2
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden,WC,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,,Sweden (all),International,7,2,4,6,8,-1,,,,,,,
Michael Nylander,04-05,KärpätLockout,SM-liiga,23,5,15,20,22,9,,,,,,,
Michael Nylander,,SKA St. PetersburgLockout,Russia,8,2,5,7,0,-9,,,,,,,
Michael Nylander,,Ak Bars KazanLockout,Russia,5,0,1,1,2,-1,,,,,,,
Michael Nylander,05-06,New York Rangers,NHL,81,23,56,79,76,31,Playoffs,4,0,1,1,0,-3
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden,WC,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,,Sweden (all),International,6,1,8,9,4,5,,,,,,,
Michael Nylander,06-07,New York Rangers,NHL,79,26,57,83,42,12,Playoffs,10,6,7,13,0,9
Michael Nylander,07-08,Washington Capitals,NHL,40,11,26,37,24,-19,,,,,,,
Michael Nylander,08-09,Washington Capitals,NHL,72,9,24,33,32,0,Playoffs,3,0,0,0,2,-1
Michael Nylander,09-10,Grand Rapids GriffinsLoan,AHL,24,2,16,18,14,-8,,,,,,,
Michael Nylander,,JokeritLoan,SM-liiga,14,3,4,7,58,-8,Playoffs,3,2,1,3,0,-1
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden,WC,8,1,2,3,4,2,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,,Sweden (all),International,14,2,2,4,8,1,,,,,,,
Michael Nylander,10-11,Rochester AmericansLoan,AHL,7,4,2,6,8,-3,,,,,,,
Michael Nylander,11-12,ZSC Lions,NLA,15,5,5,10,8,-4,,,,,,,
Michael Nylander,,Kloten Flyers,NLA,8,0,5,5,4,3,Playoffs,2,0,1,1,2,-1
Michael Nylander,12-13,HC Vita Hästen,HockeyEttan,1,0,0,0,0,0,,,,,,,
Michael Nylander,,HC Bolzano,Italy,1,0,0,0,0,-,,,,,,,
Michael Nylander,,Södertälje SK,HockeyAllsvenskan,18,5,14,19,4,7,Kvalserien SHL,10,3,4,7,20,-5
Michael Nylander,13-14,Rögle BK,HockeyAllsvenskan,25,3,6,9,22,2,,,,,,,
Michael Nylander,,HC Vita Hästen,HockeyEttan,1,1,1,2,0,1,,,,,,,
Michael Nylander,,AIK,SHL,8,0,1,1,4,-7,Kvalserien SHL,9,2,3,5,4,3
Michael Nylander,14-15,AIK,HockeyAllsvenskan,11,1,1,2,8,-3,,,,,,,
Shane Doan,91-92,Killam Selects,U16 AAA,56,80,84,164,74,-,,,,,,,
Shane Doan,92-93,Kamloops Blazers,WHL,51,7,12,19,65,-,Playoffs,13,0,1,1,8,-
Shane Doan,93-94,Kamloops Blazers,WHL,52,24,24,48,88,-,,,,,,,
Shane Doan,94-95,Kamloops Blazers,WHL,71,37,57,94,106,-,Playoffs,21,6,10,16,16,-
Shane Doan,95-96,Winnipeg Jets,NHL,74,7,10,17,101,-9,Playoffs,6,0,0,0,6,0
Shane Doan,96-97,Phoenix Coyotes,NHL,63,4,8,12,49,-3,Playoffs,4,0,0,0,2,-1
Shane Doan,97-98,Phoenix Coyotes,NHL,33,5,6,11,35,-3,Playoffs,6,1,0,1,6,-2
Shane Doan,,Springfield Falcons,AHL,39,21,21,42,64,20,,,,,,,
Shane Doan,98-99,Phoenix Coyotes,NHL,79,6,16,22,54,-5,Playoffs,7,2,2,4,6,4
Shane Doan,,Canada,WC,4,0,0,0,0,-2,,,,,,,
Shane Doan,99-00,Phoenix Coyotes,NHL,81,26,25,51,66,6,Playoffs,4,1,2,3,8,-2
Shane Doan,00-01,"Phoenix Coyotes""A""",NHL,76,26,37,63,89,0,,,,,,,
Shane Doan,01-02,"Phoenix Coyotes""A""",NHL,81,20,29,49,61,11,Playoffs,5,2,2,4,6,-2
Shane Doan,02-03,"Phoenix Coyotes""A""",NHL,82,21,37,58,86,3,,,,,,,
Shane Doan,,"Canada""A""",WC,9,4,2,6,12,1,,,,,,,
Shane Doan,,"Canada""A""",WC,9,4,2,6,12,1,,,,,,,
Shane Doan,03-04,"Phoenix Coyotes""C""",NHL,79,27,41,68,47,-11,,,,,,,
Shane Doan,04-05,Canada,WCup,6,1,1,2,2,4,,,,,,,
Shane Doan,,"Canada""A""",WC,9,1,3,4,2,-2,,,,,,,
Shane Doan,,"Canada""A""",WC,9,1,3,4,2,-2,,,,,,,
Shane Doan,05-06,"Phoenix Coyotes""C""",NHL,82,30,36,66,123,-9,,,,,,,
Shane Doan,,Canada,OG,6,2,1,3,2,3,,,,,,,
Shane Doan,06-07,"Phoenix Coyotes""C""",NHL,73,27,28,55,73,-14,,,,,,,
Shane Doan,,"Canada""C""",WC,9,5,5,10,8,7,,,,,,,
Shane Doan,,"Canada""C""",WC,9,5,5,10,8,7,,,,,,,
Shane Doan,,"Canada""C""",WC,9,5,5,10,8,7,,,,,,,
Shane Doan,07-08,"Phoenix Coyotes""C""",NHL,80,28,50,78,59,4,,,,,,,
Shane Doan,,"Canada""C""",WC,9,2,4,6,6,2,,,,,,,
Shane Doan,,"Canada""C""",WC,9,2,4,6,6,2,,,,,,,
Shane Doan,,"Canada""C""",WC,9,2,4,6,6,2,,,,,,,
Shane Doan,08-09,"Phoenix Coyotes""C""",NHL,82,31,42,73,72,5,,,,,,,
Shane Doan,,"Canada""C""",WC,9,1,6,7,14,0,,,,,,,
Shane Doan,,"Canada""C""",WC,9,1,6,7,14,0,,,,,,,
Shane Doan,,"Canada""C""",WC,9,1,6,7,14,0,,,,,,,
Shane Doan,09-10,"Phoenix Coyotes""C""",NHL,82,18,37,55,41,3,Playoffs,3,1,1,2,4,0
Shane Doan,10-11,"Phoenix Coyotes""C""",NHL,72,20,40,60,67,5,Playoffs,4,3,2,5,6,-2
Shane Doan,11-12,"Phoenix Coyotes""C""",NHL,79,22,28,50,48,-8,Playoffs,16,5,4,9,41,2
Shane Doan,12-13,"Phoenix Coyotes""C""",NHL,48,13,14,27,37,6,,,,,,,
Shane Doan,13-14,"Phoenix Coyotes""C""",NHL,69,23,24,47,34,-7,,,,,,,
Shane Doan,14-15,"Arizona Coyotes""C""",NHL,79,14,22,36,65,-29,,,,,,,
Shane Doan,15-16,"Arizona Coyotes""C""",NHL,72,28,19,47,98,4,,,,,,,
Shane Doan,16-17,"Arizona Coyotes""C""",NHL,74,6,21,27,48,-3,,,,,,,
Scott Gomez,94-95,East Anchorage High,USHS-AK,28,30,48,78,-,-,,,,,,,
Scott Gomez,95-96,East Anchorage High,USHS-AK,27,56,49,105,-,-,,,,,,,
Scott Gomez,,Anchorage North Stars 18U AAA,18U AAA,40,70,67,137,44,-,,,,,,,
Scott Gomez,,USA U17,WHC-17,-,-,-,-,-,-,,,,,,,
Scott Gomez,96-97,South Surrey Eagles,BCHL,56,48,76,124,94,-,Playoffs,21,18,23,41,57,-
Scott Gomez,97-98,Tri-City Americans,WHL,42,12,37,49,57,-11,,,,,,,
Scott Gomez,,USA U20,WJC-20,7,1,0,1,2,-,,,,,,,
Scott Gomez,,USA U20,WJC-20,7,1,0,1,2,-,,,,,,,
Scott Gomez,98-99,Tri-City Americans,WHL,58,30,78,108,55,43,Playoffs,10,6,13,19,31,9
Scott Gomez,,USA U20,WJC-20,6,3,7,10,4,-,,,,,,,
Scott Gomez,,USA U20,WJC-20,6,3,7,10,4,-,,,,,,,
Scott Gomez,99-00,New Jersey Devils,NHL,82,19,51,70,78,14,Playoffs,23,4,6,10,4,1
Scott Gomez,00-01,New Jersey Devils,NHL,76,14,49,63,46,-1,Playoffs,25,5,9,14,24,7
Scott Gomez,01-02,New Jersey Devils,NHL,76,10,38,48,36,-4,,,,,,,
Scott Gomez,02-03,New Jersey Devils,NHL,80,13,42,55,48,17,Playoffs,24,3,9,12,2,3
Scott Gomez,03-04,New Jersey Devils,NHL,80,14,56,70,70,18,Playoffs,5,0,6,6,0,-2
Scott Gomez,04-05,Alaska AcesLockout,ECHL,61,13,73,86,69,26,Playoffs,4,1,3,4,4,-2
Scott Gomez,,USA,WCup,5,1,3,4,0,-,,,,,,,
Scott Gomez,05-06,New Jersey Devils,NHL,82,33,51,84,42,8,Playoffs,9,5,4,9,6,-1
Scott Gomez,,USA,OG,6,1,4,5,10,-3,,,,,,,
Scott Gomez,06-07,New Jersey Devils,NHL,72,13,47,60,42,7,Playoffs,11,4,10,14,14,6
Scott Gomez,07-08,New York Rangers,NHL,81,16,54,70,36,3,Playoffs,10,4,7,11,8,5
Scott Gomez,08-09,"New York Rangers""A""",NHL,77,16,42,58,60,-2,Playoffs,7,2,3,5,4,-4
Scott Gomez,09-10,Montréal Canadiens,NHL,78,12,47,59,60,1,Playoffs,19,2,12,14,25,-6
Scott Gomez,10-11,"Montréal Canadiens""A""",NHL,80,7,31,38,48,-15,Playoffs,7,0,4,4,2,-6
Scott Gomez,11-12,Montréal Canadiens,NHL,38,2,9,11,14,-9,,,,,,,
Scott Gomez,12-13,Alaska AcesLockout,ECHL,11,6,7,13,12,4,,,,,,,
Scott Gomez,,San Jose Sharks,NHL,39,2,13,15,22,-10,Playoffs,9,0,2,2,6,0
Scott Gomez,13-14,Florida Panthers,NHL,46,2,10,12,24,-11,,,,,,,
Scott Gomez,14-15,New Jersey Devils,NHL,58,7,27,34,23,-10,,,,,,,
Scott Gomez,15-16,St. Louis Blues,NHL,21,1,7,8,4,-4,,,,,,,
Scott Gomez,,Hershey Bears,AHL,18,4,20,24,0,13,,,,,,,
Scott Gomez,,Ottawa Senators,NHL,13,0,1,1,2,-3,,,,,,,
Mariusz Czerkawski,88-89,GKS Tychy U20,Poland U20,-,-,-,-,-,-,,,,,,,
Mariusz Czerkawski,,GKS Tychy,Poland,-,-,-,-,-,-,,,,,,,
Mariusz Czerkawski,,GKS Tychy,Poland,-,-,-,-,-,-,,,,,,,
Mariusz Czerkawski,,Poland U18,EJC-18 B,5,5,6,11,6,-,,,,,,,
Mariusz Czerkawski,89-90,GKS Tychy U20,Poland U20,30,35,11,46,-,-,,,,,,,
Mariusz Czerkawski,,GKS Tychy,Poland,-,-,-,-,-,-,,,,,,,
Mariusz Czerkawski,,GKS Tychy,Poland,-,-,-,-,-,-,,,,,,,
Mariusz Czerkawski,,Poland U18,EJC-18,6,9,3,12,14,-,,,,,,,
Mariusz Czerkawski,,Poland U20,WJC-20,7,1,0,1,4,-,,,,,,,
Mariusz Czerkawski,90-91,GKS Tychy,Poland,24,25,15,40,-,-,,,,,,,
Mariusz Czerkawski,,Poland U20,WJC-20 B,7,12,3,15,2,-,,,,,,,
Mariusz Czerkawski,,Poland,WC B,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland,WC B,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland,WC B,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,6,2,8,4,-,,,,,,,
Mariusz Czerkawski,91-92,Djurgårdens IF,Elitserien,39,8,5,13,4,-,Playoffs,3,0,0,0,2,-
Mariusz Czerkawski,,Poland,OG,4,0,0,0,4,-,,,,,,,
Mariusz Czerkawski,,Poland,WC,6,0,0,0,4,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,10,0,0,0,8,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,10,0,0,0,8,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,10,0,0,0,8,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,10,0,0,0,8,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,10,0,0,0,8,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,10,0,0,0,8,-,,,,,,,
Mariusz Czerkawski,92-93,Hammarby IF,Division 1,32,39,30,69,74,-,Qualification,13,16,7,23,34,-
Mariusz Czerkawski,93-94,Djurgårdens IF,Elitserien,39,13,21,34,20,-,Playoffs,6,3,1,4,2,-
Mariusz Czerkawski,,Boston Bruins,NHL,4,2,1,3,0,-2,Playoffs,13,3,3,6,4,-1
Mariusz Czerkawski,,Boston Bruins,NHL,4,2,1,3,0,-2,Playoffs,5,1,0,1,0,0
Mariusz Czerkawski,,Boston Bruins,NHL,4,2,1,3,0,-2,,,,,,,
Mariusz Czerkawski,94-95,Kiekko-EspooLockout,SM-liiga,7,9,3,12,10,-1,,,,,,,
Mariusz Czerkawski,,Boston Bruins,NHL,47,12,14,26,31,4,Playoffs,13,3,3,6,4,-1
Mariusz Czerkawski,,Boston Bruins,NHL,47,12,14,26,31,4,Playoffs,5,1,0,1,0,0
Mariusz Czerkawski,,Boston Bruins,NHL,47,12,14,26,31,4,,,,,,,
Mariusz Czerkawski,95-96,Boston Bruins,NHL,33,5,6,11,10,-11,,,,,,,
Mariusz Czerkawski,,Edmonton Oilers,NHL,37,12,17,29,8,7,,,,,,,
Mariusz Czerkawski,96-97,Edmonton Oilers,NHL,76,26,21,47,16,0,Playoffs,12,2,1,3,10,-2
Mariusz Czerkawski,97-98,New York Islanders,NHL,68,12,13,25,23,11,,,,,,,
Mariusz Czerkawski,,Poland,WC B,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland,WC B,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland,WC B,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,1,3,0,-,,,,,,,
Mariusz Czerkawski,98-99,New York Islanders,NHL,78,21,17,38,14,-10,,,,,,,
Mariusz Czerkawski,99-00,New York Islanders,NHL,79,35,35,70,34,-16,,,,,,,
Mariusz Czerkawski,,Poland,WC B,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland,WC B,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland,WC B,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,,Poland (all),International,7,4,7,11,2,2,,,,,,,
Mariusz Czerkawski,00-01,"New York Islanders""A""",NHL,82,30,32,62,48,-24,,,,,,,
Mariusz Czerkawski,01-02,New York Islanders,NHL,82,22,29,51,48,-8,Playoffs,7,2,2,4,4,-3
Mariusz Czerkawski,,"Poland""A""",WC,3,2,2,4,4,4,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,2,4,4,4,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,2,4,4,4,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,2,4,4,4,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,2,4,4,4,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,2,4,4,4,,,,,,,
Mariusz Czerkawski,,Poland (all),International,3,2,2,4,4,4,,,,,,,
Mariusz Czerkawski,02-03,Montréal Canadiens,NHL,43,5,9,14,16,-7,,,,,,,
Mariusz Czerkawski,,Hamilton Bulldogs,AHL,20,8,12,20,12,0,Playoffs,6,1,3,4,6,4
Mariusz Czerkawski,03-04,New York Islanders,NHL,81,25,24,49,16,8,Playoffs,5,0,1,1,0,-1
Mariusz Czerkawski,04-05,Djurgårdens IFLockout,Elitserien,46,15,9,24,20,-10,Playoffs,5,1,0,1,2,1
Mariusz Czerkawski,,"Poland""A""",OGQ,6,6,4,10,4,2,,,,,,,
Mariusz Czerkawski,05-06,Toronto Maple Leafs,NHL,19,4,1,5,6,-2,,,,,,,
Mariusz Czerkawski,,Boston Bruins,NHL,16,4,1,5,4,-4,Playoffs,13,3,3,6,4,-1
Mariusz Czerkawski,,Boston Bruins,NHL,16,4,1,5,4,-4,Playoffs,5,1,0,1,0,0
Mariusz Czerkawski,,Boston Bruins,NHL,16,4,1,5,4,-4,,,,,,,
Mariusz Czerkawski,,Poland,WC D1,5,3,4,7,2,3,,,,,,,
Mariusz Czerkawski,,Poland (all),International,5,3,4,7,2,3,,,,,,,
Mariusz Czerkawski,,Poland (all),International,5,3,4,7,2,3,,,,,,,
Mariusz Czerkawski,,Poland (all),International,5,3,4,7,2,3,,,,,,,
Mariusz Czerkawski,,Poland (all),International,5,3,4,7,2,3,,,,,,,
Mariusz Czerkawski,,Poland (all),International,5,3,4,7,2,3,,,,,,,
Mariusz Czerkawski,,Poland (all),International,5,3,4,7,2,3,,,,,,,
Mariusz Czerkawski,06-07,Rapperswil-Jona Lakers,NLA,43,21,20,41,70,-,Playoffs,7,6,6,12,16,-
Mariusz Czerkawski,07-08,Rapperswil-Jona Lakers,NLA,49,22,31,53,30,-,Playoffs,5,1,0,1,4,-
Mariusz Czerkawski,08-09,GKS Tychy,Poland,1,0,0,0,0,-,,,,,,,
Miroslav Satan,91-92,HC Topolcany U20,Czechoslovakia U20,31,30,22,52,-,-,,,,,,,
Miroslav Satan,,HC Topoľčany,Czechia2,9,2,1,3,6,-,,,,,,,
Miroslav Satan,92-93,HK Dukla Trencin,Czechoslovakia,38,11,6,17,-,-,,,,,,,
Miroslav Satan,93-94,HK Dukla Trencin,Slovakia,39,42,22,64,16,-,,,,,,,
Miroslav Satan,,Slovakia U20,WJC-20 C,4,6,7,13,4,-,,,,,,,
Miroslav Satan,,Slovakia,OG,8,9,0,9,0,-,,,,,,,
Miroslav Satan,,Slovakia,OG,8,9,0,9,0,-,,,,,,,
